Group1; SecondsElapsed; DateTimePC; N88_NTC1 | N88_NTC2 | N88_TestSB || N89_NTC1 | N89_NTC2 | N89_TestSB || N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB
Group2; 1024.801279; 2026-07-03 19:21:55.921992; 1281905 | 1281488 | 1285699 || 1286136 | 1282973 | 1282340 || 1286004 | 1284686 | 1286366 || 1283691 | 1285733 | 1281810
Group2; 1033.952483; 2026-07-03 19:22:05.073196; 1282201 | 1281804 | 1285810 || 1286317 | 1283059 | 1282221 || 1285955 | 1284509 | 1286197 || 1283534 | 1285835 | 1281806
Group2; 1043.103889; 2026-07-03 19:22:14.224602; 1282262 | 1281698 | 1285694 || 1286102 | 1282919 | 1282304 || 1285909 | 1284596 | 1286274 || 1283638 | 1285657 | 1282252
Group2; 1052.240166; 2026-07-03 19:22:23.360879; 1282303 | 1281986 | 1285670 || 1286295 | 1282759 | 1282358 || 1285734 | 1284967 | 1287039 || 1284061 | 1286168 | 1281888
Group2; 1061.391769; 2026-07-03 19:22:32.512482; 1282779 | 1281884 | 1285751 || 1286207 | 1283240 | 1282906 || 1286018 | 1285185 | 1286955 || 1284258 | 1286268 | 1282043
Group2; 1070.543483; 2026-07-03 19:22:41.664196; 1282806 | 1282097 | 1285795 || 1286460 | 1283071 | 1282366 || 1286041 | 1284679 | 1286589 || 1283719 | 1286131 | 1282232
Group2; 1079.69517; 2026-07-03 19:22:50.815883; 1282658 | 1282108 | 1285768 || 1286525 | 1282779 | 1282009 || 1285804 | 1284493 | 1286361 || 1283696 | 1285943 | 1281879
Group2; 1088.84689; 2026-07-03 19:22:59.967603; 1282429 | 1281795 | 1285512 || 1286144 | 1282686 | 1281920 || 1285709 | 1284387 | 1286093 || 1283512 | 1285681 | 1281594
Group2; 1097.998024; 2026-07-03 19:23:09.118737; 1282126 | 1281712 | 1285651 || 1286302 | 1282784 | 1281742 || 1285707 | 1284062 | 1285836 || 1283122 | 1285415 | 1281611
Group2; 1107.149522; 2026-07-03 19:23:18.270235; 1281838 | 1281609 | 1285691 || 1286052 | 1282945 | 1282134 || 1285897 | 1284579 | 1286216 || 1283629 | 1285576 | 1281432
Group2; 1116.285486; 2026-07-03 19:23:27.406199; 1282198 | 1281481 | 1285452 || 1286060 | 1283066 | 1282066 || 1285942 | 1284494 | 1285982 || 1283364 | 1285537 | 1281404
Group3; SecondsElapsed; DateTimePC; N97_NTC1 | N97_NTC2 | N97_TestSB || N98_NTC1 | N98_NTC2 | N98_TestSB || N99_NTC1 | N99_NTC2 | N99_TestSB || N29_NTC1 | N29_NTC2 | N29_TestSB
Group3; 1116.345375; 2026-07-03 19:23:27.466088; New Node Array: 97 98 99 29
Group3; 1116.345658; 2026-07-03 19:23:27.466371; 
Group3; 1125.481187; 2026-07-03 19:23:36.601900; N97_NTC1 | N97_NTC2 | N97_TestSB || N98_NTC1 | N98_NTC2 | N98_TestSB || N99_NTC1 | N99_NTC2 | N99_TestSB || N29_NTC1 | N29_NTC2 | N29_TestSB
Group3; 1134.633197; 2026-07-03 19:23:45.753910; 1281070 | 1284093 | 1284513 || 2206852 | 2026170 | 1879231 || 1287762 | 1284601 | 1282248 || 1285386 | 1287091 | 1282138
Group3; 1143.784107; 2026-07-03 19:23:54.904820; 1281009 | 1284181 | 1284511 || 2244702 | 2075429 | 1933472 || 1287373 | 1284444 | 1282024 || 1285022 | 1287000 | 1282217
Group3; 1152.920581; 2026-07-03 19:24:04.041294; 1281295 | 1284463 | 1284501 || 2210788 | 2047509 | 1923635 || 1287932 | 1284740 | 1282092 || 1285401 | 1287163 | 1282070
Group3; 1162.072114; 2026-07-03 19:24:13.192827; 1281312 | 1284700 | 1284775 || 1834082 | 1749156 | 1673916 || 1287825 | 1284573 | 1282043 || 1285350 | 1287168 | 1282296
Group3; 1171.223473; 2026-07-03 19:24:22.344186; 1281509 | 1284449 | 1284516 || 1884768 | 1761227 | 1669482 || 1287680 | 1284303 | 1281703 || 1285079 | 1287004 | 1282162
